1.0.1.0,1.0.3.255,16777472,16778239,福建省,未知
1.0.8.0,1.0.15.255,16779264,16781311,广东省,未知
1.0.32.0,1.0.63.255,16785408,16793599,广东省,未知
1.1.0.0,1.1.0.255,16842752,16843007,福建省,未知
1.1.2.0,1.1.7.255,16843264,16844799,福建省,未知
1.1.8.0,1.1.63.255,16844800,16859135,广东省,未知
1.2.0.0,1.2.1.255,16908288,16908799,福建省,未知
1.2.2.0,1.2.2.255,16908800,16909055,北京市,北京市
1.2.4.0,1.2.7.255,16909312,16910335,福建省,未知
1.2.8.0,1.2.127.255,16910336,16941055,广东省,未知
1.3.0.0,1.3.255.255,16973824,17039359,广东省,未知
1.4.1.0,1.4.3.255,17039616,17040383,福建省,未知
1.4.5.0,1.4.7.255,17040640,17041407,福建省,未知
1.4.8.0,1.4.127.255,17041408,17072127,广东省,未知
1.10.0.0,1.10.7.255,17432576,17434623,广东省,未知
1.10.8.0,1.10.9.255,17434624,17435135,福建省,未知
1.10.11.0,1.10.15.255,17435392,17436671,福建省,未知
1.10.16.0,1.10.127.255,17436672,17465343,广东省,未知
1.12.0.0,1.15.255.255,17563648,17825791,北京市,北京市
1.24.0.0,1.24.7.255,18350080,18352127,内蒙古自治区,未知
1.24.8.0,1.24.15.255,18352128,18354175,内蒙古自治区,锡林郭勒盟
1.24.16.0,1.24.31.255,18354176,18358271,内蒙古自治区,未知
1.24.32.0,1.24.39.255,18358272,18360319,内蒙古自治区,乌兰察布市
1.24.40.0,1.24.66.227,18360320,18367203,内蒙古自治区,未知
1.24.66.228,1.24.66.228,18367204,18367204,内蒙古自治区,阿拉善盟
1.24.66.229,1.24.70.103,18367205,18368103,内蒙古自治区,未知
1.24.70.104,1.24.70.104,18368104,18368104,内蒙古自治区,阿拉善盟
1.24.70.105,1.24.71.221,18368105,18368477,内蒙古自治区,未知
1.24.71.222,1.24.71.222,18368478,18368478,内蒙古自治区,阿拉善盟
1.24.71.223,1.24.80.108,18368479,18370668,内蒙古自治区,未知
1.24.80.109,1.24.80.157,18370669,18370717,内蒙古自治区,乌兰察布市
1.24.80.158,1.24.81.11,18370718,18370827,内蒙古自治区,未知
1.24.81.12,1.24.82.137,18370828,18371209,内蒙古自治区,乌兰察布市
1.24.82.138,1.24.83.150,18371210,18371478,内蒙古自治区,未知
1.24.83.151,1.24.83.151,18371479,18371479,内蒙古自治区,乌兰察布市
1.24.83.152,1.24.95.255,18371480,18374655,内蒙古自治区,未知
1.24.96.0,1.24.111.255,18374656,18378751,内蒙古自治区,巴彦淖尔市
1.24.112.0,1.24.159.255,18378752,18391039,内蒙古自治区,未知
1.24.160.0,1.24.191.255,18391040,18399231,内蒙古自治区,包头市
1.24.192.0,1.25.0.39,18399232,18415655,内蒙古自治区,未知
1.25.0.40,1.25.0.101,18415656,18415717,内蒙古自治区,乌兰察布市
1.25.0.102,1.25.0.198,18415718,18415814,内蒙古自治区,未知
1.25.0.199,1.25.3.36,18415815,18416420,内蒙古自治区,乌兰察布市
1.25.3.37,1.25.3.146,18416421,18416530,内蒙古自治区,未知
1.25.3.147,1.25.3.247,18416531,18416631,内蒙古自治区,乌兰察布市
1.25.3.248,1.25.9.36,18416632,18417956,内蒙古自治区,未知
1.25.9.37,1.25.9.37,18417957,18417957,内蒙古自治区,呼和浩特市
1.25.9.38,1.25.15.255,18417958,18419711,内蒙古自治区,未知
1.25.16.0,1.25.16.255,18419712,18419967,内蒙古自治区,乌海市
1.25.17.0,1.25.47.255,18419968,18427903,内蒙古自治区,未知
1.25.48.0,1.25.55.255,18427904,18429951,内蒙古自治区,包头市
1.25.56.0,1.25.63.255,18429952,18431999,内蒙古自治区,未知
1.25.64.0,1.25.67.255,18432000,18433023,内蒙古自治区,包头市
1.25.68.0,1.25.127.255,18433024,18448383,内蒙古自治区,未知
1.25.128.0,1.25.135.255,18448384,18450431,内蒙古自治区,乌兰察布市
1.25.136.0,1.25.151.255,18450432,18454527,内蒙古自治区,未知
1.25.152.0,1.25.167.255,18454528,18458623,内蒙古自治区,锡林郭勒盟
1.25.168.0,1.25.183.255,18458624,18462719,内蒙古自治区,未知
1.25.184.0,1.25.185.134,18462720,18463110,内蒙古自治区,锡林郭勒盟
1.25.185.135,1.25.185.211,18463111,18463187,内蒙古自治区,未知
1.25.185.212,1.25.191.255,18463188,18464767,内蒙古自治区,锡林郭勒盟
1.25.192.0,1.25.227.255,18464768,18473983,内蒙古自治区,未知
1.25.228.0,1.25.255.255,18473984,18481151,内蒙古自治区,巴彦淖尔市
1.26.0.0,1.26.31.255,18481152,18489343,内蒙古自治区,呼伦贝尔市
1.26.32.0,1.26.96.186,18489344,18505914,内蒙古自治区,未知
1.26.96.187,1.26.96.187,18505915,18505915,内蒙古自治区,赤峰市
1.26.96.188,1.26.97.159,18505916,18506143,内蒙古自治区,未知
1.26.97.160,1.26.97.160,18506144,18506144,内蒙古自治区,赤峰市
1.26.97.161,1.26.99.38,18506145,18506534,内蒙古自治区,未知
1.26.99.39,1.26.99.39,18506535,18506535,内蒙古自治区,赤峰市
1.26.99.40,1.26.99.255,18506536,18506751,内蒙古自治区,未知
1.26.100.0,1.26.143.255,18506752,18518015,内蒙古自治区,赤峰市
1.26.144.0,1.26.147.255,18518016,18519039,内蒙古自治区,呼伦贝尔市
1.26.148.0,1.26.152.151,18519040,18520215,内蒙古自治区,兴安盟
1.26.152.152,1.26.159.255,18520216,18522111,内蒙古自治区,未知
1.26.160.0,1.26.163.255,18522112,18523135,内蒙古自治区,通辽市
1.26.164.0,1.31.255.255,18523136,18874367,内蒙古自治区,未知
1.48.0.0,1.49.0.31,19922944,19988511,贵州省,未知
1.49.0.32,1.49.63.255,19988512,20004863,贵州省,贵阳市
1.49.64.0,1.49.127.255,20004864,20021247,贵州省,未知
1.49.128.0,1.49.255.255,20021248,20054015,贵州省,贵阳市
1.50.0.0,1.50.255.255,20054016,20119551,宁夏回族自治区,未知
1.51.192.0,1.51.255.255,20168704,20185087,山东省,济南市
1.56.0.0,1.56.95.255,20447232,20471807,黑龙江省,鹤岗市
1.56.96.0,1.56.127.255,20471808,20479999,黑龙江省,未知
1.56.128.0,1.56.255.255,20480000,20512767,黑龙江省,牡丹江市
1.57.0.0,1.57.34.87,20512768,20521559,黑龙江省,绥化市
1.57.34.88,1.57.35.255,20521560,20521983,黑龙江省,哈尔滨市
1.57.36.0,1.57.63.255,20521984,20529151,黑龙江省,绥化市
1.57.64.0,1.57.127.255,20529152,20545535,黑龙江省,齐齐哈尔市
1.57.128.0,1.57.191.255,20545536,20561919,黑龙江省,双鸭山市
1.57.192.0,1.57.255.255,20561920,20578303,黑龙江省,鸡西市
1.58.0.0,1.58.255.255,20578304,20643839,黑龙江省,哈尔滨市
1.59.0.0,1.59.15.255,20643840,20647935,黑龙江省,未知
1.59.16.0,1.59.127.255,20647936,20676607,黑龙江省,大庆市
1.59.128.0,1.59.255.255,20676608,20709375,黑龙江省,佳木斯市
1.60.0.0,1.60.63.255,20709376,20725759,黑龙江省,黑河市
1.60.64.0,1.60.95.255,20725760,20733951,黑龙江省,七台河市
1.60.96.0,1.60.127.255,20733952,20742143,黑龙江省,未知
1.60.128.0,1.60.131.255,20742144,20743167,黑龙江省,伊春市
1.60.132.0,1.60.135.255,20743168,20744191,黑龙江省,未知
1.60.136.0,1.60.143.18,20744192,20746002,黑龙江省,伊春市
1.60.143.19,1.60.143.22,20746003,20746006,黑龙江省,未知
1.60.143.24,1.60.143.207,20746008,20746191,黑龙江省,未知
1.60.143.208,1.60.174.255,20746192,20754175,黑龙江省,伊春市
1.60.175.0,1.60.183.255,20754176,20756479,黑龙江省,未知
1.60.184.0,1.60.191.255,20756480,20758527,黑龙江省,伊春市
1.60.192.0,1.60.255.255,20758528,20774911,黑龙江省,齐齐哈尔市
1.61.0.0,1.61.6.255,20774912,20776703,黑龙江省,绥化市
1.61.7.0,1.61.10.167,20776704,20777639,黑龙江省,哈尔滨市
1.61.10.168,1.61.18.255,20777640,20779775,黑龙江省,绥化市
1.61.19.0,1.61.20.255,20779776,20780287,黑龙江省,哈尔滨市
1.61.21.0,1.61.24.255,20780288,20781311,黑龙江省,绥化市
1.61.25.0,1.61.25.255,20781312,20781567,黑龙江省,哈尔滨市
1.61.26.0,1.61.27.255,20781568,20782079,黑龙江省,绥化市
1.61.28.0,1.61.31.255,20782080,20783103,黑龙江省,哈尔滨市
1.61.32.0,1.61.34.255,20783104,20783871,黑龙江省,绥化市
1.61.35.0,1.61.36.255,20783872,20784383,黑龙江省,哈尔滨市
1.61.37.0,1.61.57.255,20784384,20789759,黑龙江省,绥化市
1.61.58.0,1.61.58.255,20789760,20790015,黑龙江省,大庆市
1.61.59.0,1.61.89.192,20790016,20797888,黑龙江省,绥化市
1.61.89.193,1.61.90.255,20797889,20798207,黑龙江省,哈尔滨市
1.61.91.0,1.61.92.255,20798208,20798719,黑龙江省,绥化市
1.61.93.0,1.61.94.255,20798720,20799231,黑龙江省,哈尔滨市
1.61.95.0,1.61.100.255,20799232,20800767,黑龙江省,绥化市
1.61.101.0,1.61.102.255,20800768,20801279,黑龙江省,哈尔滨市
1.61.103.0,1.61.107.255,20801280,20802559,黑龙江省,绥化市
1.61.108.0,1.61.111.255,20802560,20803583,黑龙江省,哈尔滨市
1.61.112.0,1.61.127.255,20803584,20807679,黑龙江省,绥化市
1.61.128.0,1.61.167.255,20807680,20817919,黑龙江省,齐齐哈尔市
1.61.168.0,1.61.183.255,20817920,20822015,黑龙江省,未知
1.61.184.0,1.61.185.255,20822016,20822527,黑龙江省,齐齐哈尔市
1.61.186.0,1.61.188.255,20822528,20823295,黑龙江省,未知
1.61.189.0,1.61.189.255,20823296,20823551,黑龙江省,齐齐哈尔市
1.61.190.0,1.61.190.255,20823552,20823807,黑龙江省,未知
1.61.191.0,1.61.191.255,20823808,20824063,黑龙江省,齐齐哈尔市
1.61.192.0,1.61.255.255,20824064,20840447,黑龙江省,未知
1.62.0.0,1.62.127.255,20840448,20873215,黑龙江省,哈尔滨市
1.62.128.0,1.62.255.255,20873216,20905983,黑龙江省,未知
1.63.0.0,1.63.31.255,20905984,20914175,黑龙江省,鸡西市
1.63.32.0,1.63.63.255,20914176,20922367,黑龙江省,未知
1.63.64.0,1.63.67.255,20922368,20923391,黑龙江省,大兴安岭地区
1.63.68.0,1.63.138.255,20923392,20941567,黑龙江省,未知
1.63.139.0,1.63.139.255,20941568,20941823,黑龙江省,绥化市
1.63.140.0,1.63.141.255,20941824,20942335,黑龙江省,未知
1.63.142.0,1.63.142.255,20942336,20942591,黑龙江省,绥化市
1.63.143.0,1.63.151.255,20942592,20944895,黑龙江省,未知
1.63.152.0,1.63.155.255,20944896,20945919,黑龙江省,绥化市
1.63.156.0,1.63.156.255,20945920,20946175,黑龙江省,大庆市
1.63.157.0,1.63.167.255,20946176,20948991,黑龙江省,绥化市
1.63.168.0,1.63.193.255,20948992,20955647,黑龙江省,未知
1.63.194.0,1.63.205.255,20955648,20958719,黑龙江省,伊春市
1.63.206.0,1.63.255.255,20958720,20971519,黑龙江省,未知
1.68.0.0,1.71.255.255,21233664,21495807,山西省,未知
1.80.0.0,1.80.16.31,22020096,22024223,陕西省,西安市
1.80.16.32,1.80.16.154,22024224,22024346,陕西省,未知
1.80.16.155,1.80.17.119,22024347,22024567,陕西省,西安市
1.80.17.120,1.80.17.181,22024568,22024629,陕西省,未知
1.80.17.182,1.80.17.182,22024630,22024630,陕西省,西安市
1.80.17.183,1.80.17.200,22024631,22024648,陕西省,未知
1.80.17.202,1.80.17.218,22024650,22024666,陕西省,未知
1.80.17.219,1.80.18.10,22024667,22024714,陕西省,西安市
1.80.18.11,1.80.18.44,22024715,22024748,陕西省,未知
1.80.18.45,1.80.18.94,22024749,22024798,陕西省,西安市
1.80.18.95,1.80.18.193,22024799,22024897,陕西省,未知
1.80.18.194,1.80.18.204,22024898,22024908,陕西省,西安市
1.80.18.205,1.80.18.238,22024909,22024942,陕西省,未知
1.80.18.240,1.80.19.56,22024944,22025016,陕西省,未知
1.80.19.57,1.80.19.145,22025017,22025105,陕西省,西安市
1.80.19.146,1.80.19.155,22025106,22025115,陕西省,未知
1.80.19.157,1.80.19.182,22025117,22025142,陕西省,未知
1.80.19.183,1.80.23.255,22025143,22026239,陕西省,西安市
1.80.24.0,1.80.27.255,22026240,22027263,陕西省,未知
1.80.28.0,1.80.59.255,22027264,22035455,陕西省,西安市
1.80.60.0,1.80.63.255,22035456,22036479,陕西省,未知
1.80.64.0,1.80.68.187,22036480,22037691,陕西省,西安市
1.80.68.188,1.80.69.28,22037692,22037788,陕西省,未知
1.80.69.29,1.80.71.157,22037789,22038429,陕西省,西安市
1.80.71.158,1.80.71.255,22038430,22038527,陕西省,未知
1.80.72.0,1.80.202.13,22038528,22071821,陕西省,西安市
1.80.202.14,1.80.202.203,22071822,22072011,陕西省,未知
1.80.202.204,1.80.202.204,22072012,22072012,陕西省,西安市
1.80.202.205,1.80.207.255,22072013,22073343,陕西省,未知
1.80.208.0,1.80.239.255,22073344,22081535,陕西省,西安市
1.80.240.0,1.80.247.255,22081536,22083583,陕西省,未知
1.80.248.0,1.80.255.255,22083584,22085631,陕西省,西安市
1.81.0.0,1.81.8.118,22085632,22087798,陕西省,渭南市
1.81.8.119,1.81.8.222,22087799,22087902,陕西省,未知
1.81.8.223,1.81.9.187,22087903,22088123,陕西省,渭南市
1.81.9.188,1.81.10.10,22088124,22088202,陕西省,未知
1.81.10.11,1.81.63.255,22088203,22102015,陕西省,渭南市
1.81.64.0,1.81.67.255,22102016,22103039,陕西省,未知
1.81.68.0,1.81.106.117,22103040,22112885,陕西省,渭南市
1.81.106.118,1.81.106.139,22112886,22112907,陕西省,未知
1.81.106.140,1.81.109.160,22112908,22113696,陕西省,渭南市
1.81.109.161,1.81.109.165,22113697,22113701,陕西省,未知
1.81.109.167,1.81.111.49,22113703,22114097,陕西省,渭南市
1.81.111.50,1.81.111.65,22114098,22114113,陕西省,未知
1.81.111.67,1.81.111.74,22114115,22114122,陕西省,未知
1.81.111.75,1.81.111.241,22114123,22114289,陕西省,渭南市
1.81.111.242,1.81.127.255,22114290,22118399,陕西省,未知
1.81.128.0,1.81.255.255,22118400,22151167,陕西省,汉中市
1.82.0.0,1.82.31.255,22151168,22159359,陕西省,商洛市
1.82.32.0,1.82.63.255,22159360,22167551,陕西省,安康市
1.82.64.0,1.82.95.255,22167552,22175743,陕西省,榆林市
1.82.96.0,1.82.102.47,22175744,22177327,陕西省,未知
1.82.102.48,1.82.102.48,22177328,22177328,陕西省,榆林市
1.82.102.49,1.82.102.200,22177329,22177480,陕西省,未知
1.82.102.201,1.82.102.201,22177481,22177481,陕西省,榆林市
1.82.102.202,1.82.103.132,22177482,22177668,陕西省,未知
1.82.103.133,1.82.103.133,22177669,22177669,陕西省,榆林市
1.82.103.134,1.82.105.115,22177670,22178163,陕西省,未知
1.82.105.116,1.82.105.138,22178164,22178186,陕西省,榆林市
1.82.105.139,1.82.106.180,22178187,22178484,陕西省,未知
1.82.106.181,1.82.107.33,22178485,22178593,陕西省,榆林市
1.82.107.35,1.82.107.48,22178595,22178608,陕西省,未知
1.82.107.49,1.82.115.255,22178609,22180863,陕西省,榆林市
1.82.116.0,1.82.127.255,22180864,22183935,陕西省,未知
1.82.128.0,1.82.163.255,22183936,22193151,陕西省,宝鸡市
1.82.164.0,1.82.255.255,22193152,22216703,陕西省,未知
1.83.0.0,1.83.7.255,22216704,22218751,陕西省,西安市
1.83.8.0,1.83.15.255,22218752,22220799,陕西省,未知
1.83.16.0,1.83.95.255,22220800,22241279,陕西省,西安市
1.83.96.0,1.83.99.255,22241280,22242303,陕西省,未知
1.83.100.0,1.83.127.255,22242304,22249471,陕西省,西安市
1.83.128.0,1.83.128.255,22249472,22249727,陕西省,未知
1.83.129.0,1.83.129.255,22249728,22249983,陕西省,西安市
1.83.130.0,1.83.135.255,22249984,22251519,陕西省,未知
1.83.136.0,1.83.136.255,22251520,22251775,陕西省,西安市
1.83.137.0,1.83.138.255,22251776,22252287,陕西省,未知
1.83.139.0,1.83.139.255,22252288,22252543,陕西省,西安市
1.83.140.0,1.83.140.114,22252544,22252658,陕西省,未知
1.83.140.115,1.83.140.115,22252659,22252659,陕西省,西安市
1.83.140.116,1.83.140.255,22252660,22252799,陕西省,未知
1.83.141.0,1.83.147.255,22252800,22254591,陕西省,西安市
1.83.148.0,1.83.150.255,22254592,22255359,陕西省,未知
1.83.151.0,1.83.151.255,22255360,22255615,陕西省,西安市
1.83.152.0,1.83.175.255,22255616,22261759,陕西省,未知
1.83.176.0,1.83.255.255,22261760,22282239,陕西省,西安市
1.84.0.0,1.84.63.255,22282240,22298623,陕西省,未知
1.84.64.0,1.84.83.255,22298624,22303743,陕西省,西安市
1.84.84.0,1.84.87.255,22303744,22304767,陕西省,未知
1.84.88.0,1.84.103.255,22304768,22308863,陕西省,西安市
1.84.104.0,1.84.251.255,22308864,22346751,陕西省,未知
1.84.252.0,1.84.255.255,22346752,22347775,陕西省,铜川市
1.85.0.0,1.85.20.255,22347776,22353151,陕西省,西安市
1.85.21.0,1.85.63.255,22353152,22364159,陕西省,未知
1.85.64.0,1.85.67.255,22364160,22365183,陕西省,延安市
1.85.68.0,1.85.89.98,22365184,22370658,陕西省,未知
1.85.89.99,1.85.89.99,22370659,22370659,陕西省,西安市
1.85.89.100,1.85.92.235,22370660,22371563,陕西省,未知
1.85.92.236,1.85.94.77,22371564,22371917,陕西省,延安市
1.85.94.79,1.85.94.87,22371919,22371927,陕西省,未知
1.85.94.88,1.85.95.95,22371928,22372191,陕西省,延安市
1.85.95.96,1.85.95.255,22372192,22372351,陕西省,未知
1.85.96.0,1.85.143.255,22372352,22384639,陕西省,安康市
1.85.144.0,1.85.159.255,22384640,22388735,陕西省,咸阳市
1.85.160.0,1.85.171.255,22388736,22391807,陕西省,未知
1.85.172.0,1.85.232.60,22391808,22407228,陕西省,西安市
1.85.232.61,1.85.232.148,22407229,22407316,陕西省,未知
1.85.232.149,1.85.237.26,22407317,22408474,陕西省,西安市
1.85.237.27,1.85.237.117,22408475,22408565,陕西省,未知
1.85.237.118,1.85.247.255,22408566,22411263,陕西省,西安市
1.85.248.0,1.85.254.255,22411264,22413055,陕西省,未知
1.85.255.0,1.86.39.255,22413056,22423551,陕西省,西安市
1.86.40.0,1.86.63.255,22423552,22429695,陕西省,未知
1.86.64.0,1.86.67.255,22429696,22430719,陕西省,延安市
1.86.68.0,1.86.68.150,22430720,22430870,陕西省,未知
1.86.68.151,1.86.68.151,22430871,22430871,陕西省,西安市
1.86.68.152,1.86.68.230,22430872,22430950,陕西省,未知
1.86.68.231,1.86.69.45,22430951,22431021,陕西省,西安市
1.86.69.46,1.86.69.123,22431022,22431099,陕西省,未知
1.86.69.124,1.86.69.192,22431100,22431168,陕西省,西安市
1.86.69.193,1.86.70.33,22431169,22431265,陕西省,未知
1.86.70.34,1.86.71.132,22431266,22431620,陕西省,西安市
1.86.71.133,1.86.71.207,22431621,22431695,陕西省,未知
1.86.71.208,1.86.71.248,22431696,22431736,陕西省,西安市
1.86.71.249,1.86.71.255,22431737,22431743,陕西省,未知
1.86.72.0,1.86.75.255,22431744,22432767,陕西省,延安市
1.86.76.0,1.86.76.37,22432768,22432805,陕西省,未知
1.86.76.38,1.86.76.38,22432806,22432806,陕西省,西安市
1.86.76.39,1.86.76.146,22432807,22432914,陕西省,未知
1.86.76.147,1.86.76.147,22432915,22432915,陕西省,西安市
1.86.76.148,1.86.77.31,22432916,22433055,陕西省,未知
1.86.77.32,1.86.77.68,22433056,22433092,陕西省,西安市
1.86.77.69,1.86.77.80,22433093,22433104,陕西省,未知
1.86.77.81,1.86.77.81,22433105,22433105,陕西省,安康市
1.86.77.82,1.86.77.111,22433106,22433135,陕西省,未知
1.86.77.112,1.86.77.172,22433136,22433196,陕西省,西安市
1.86.77.173,1.86.78.30,22433197,22433310,陕西省,未知
1.86.78.31,1.86.78.129,22433311,22433409,陕西省,西安市
1.86.78.130,1.86.78.210,22433410,22433490,陕西省,未知
1.86.78.211,1.86.78.211,22433491,22433491,陕西省,西安市
1.86.78.212,1.86.79.61,22433492,22433597,陕西省,未知
1.86.79.62,1.86.79.85,22433598,22433621,陕西省,西安市
1.86.79.87,1.86.79.104,22433623,22433640,陕西省,未知
1.86.79.105,1.86.79.233,22433641,22433769,陕西省,西安市
1.86.79.234,1.86.80.37,22433770,22433829,陕西省,未知
1.86.80.38,1.86.80.38,22433830,22433830,陕西省,西安市
1.86.80.39,1.86.80.133,22433831,22433925,陕西省,未知
1.86.80.134,1.86.80.216,22433926,22434008,陕西省,西安市
1.86.80.217,1.86.81.162,22434009,22434210,陕西省,未知
1.86.81.163,1.86.81.208,22434211,22434256,陕西省,西安市
1.86.81.209,1.86.82.151,22434257,22434455,陕西省,未知
1.86.82.152,1.86.82.152,22434456,22434456,陕西省,西安市
1.86.82.153,1.86.82.251,22434457,22434555,陕西省,未知
1.86.82.252,1.86.83.41,22434556,22434601,陕西省,西安市
1.86.83.42,1.86.83.235,22434602,22434795,陕西省,未知
1.86.83.236,1.86.84.40,22434796,22434856,陕西省,西安市
